,소분류코드,중분류명,소분류명
783,B060801,꽁치/가자미,국산꽁치
784,B060802,꽁치/가자미,국산가자미
785,B060901,오징어,국산오징어
786,B060902,오징어,국산한치
787,B061001,조기/명태,국산참조기
788,B061002,조기/명태,부세조기
789,B061003,조기/명태,국산백조기
790,B061004,조기/명태,긴가이석태
791,B061005,조기/명태,영상가이석태
792,B061006,조기/명태,기타조기
793,B061007,조기/명태,국산명태
794,B061101,국산게/갈치,국산꽃게
795,B061102,국산게/갈치,국산대게
796,B061103,국산게/갈치,국산홍게
797,B061104,국산게/갈치,국산기타게
798,B061105,국산게/갈치,국산갈치
799,B070101,선물세트,마른안주 선물세트
800,B070102,선물세트,해조류세트
801,B070103,선물세트,멸치황태세트
802,B070201,즉석구이안주,즉석어포
803,B070202,즉석구이안주,즉석오징어
804,B070203,즉석구이안주,즉석쥐포
805,B070301,마른안주,건오징어
806,B070302,마른안주,조미오징어
807,B070303,마른안주,육포
808,B070304,마른안주,쥐치포
809,B070305,마른안주,온라인 안주
810,B070401,멸치건명태,멸치
811,B070402,멸치건명태,황태북어
812,B070501,해조류,김
813,B070502,해조류,조미김
814,B070503,해조류,미역
815,B070601,특산물,즉석안주
816,B070602,특산물,즉석김
817,B070603,특산물,특산물행사
818,B070701,건오징어,동해안건오징어
819,B070702,건오징어,반건오징어
820,B070704,건오징어,원양산건오징어
821,B070801,조미오징어,백진미
822,B070802,조미오징어,홍진미
823,B070803,조미오징어,훈제구이진미
824,B070901,육포,국산육포
825,B070902,육포,돈닭치즈육포
826,B071001,쥐치포,구운쥐치포
827,B071002,쥐치포,어포류
828,B071003,쥐치포,쥐치포
829,B071101,마른안주선물세트,육포세트
830,B080101,Fast Food,햄버거
831,B080201,편의시설,사진관
832,B080202,편의시설,안경점
833,B080203,편의시설,유원시설
834,B080204,편의시설,기타편의시설
835,B080205,편의시설,소극장
836,B080301,레스토랑,피자레스토랑
837,B080303,레스토랑,한식레스토랑
838,B080304,레스토랑,중식레스토랑
839,B080305,레스토랑,일식레스토랑
840,B080306,레스토랑,양식레스토랑
841,B080307,레스토랑,기타레스토랑
842,B080401,카페,커피
843,B080403,카페,베이커리
844,B080404,카페,아이스크림
845,B080501,판매시설,캔들
846,B080502,판매시설,기타판매시설
847,B080504,판매시설,서적
848,B080505,판매시설,기프트 샵
849,B080506,판매시설,경정비
850,B080601,주유소,주유소
851,B090101,브랜드조리,회전초밥
852,B090102,브랜드조리,아이스크림
853,B090103,브랜드조리,푸드몰
854,B090201,베이커리,케익
855,B090202,베이커리,페스츄리
856,B090203,베이커리,식빵
857,B090204,베이커리,과자빵
858,B090205,베이커리,페스츄리류
859,B090206,베이커리,도넛류
860,B090207,베이커리,케익
861,B090208,베이커리,기타
862,B090209,베이커리,온라인 베이커리
863,B090301,구이,꼬치
864,B090302,구이,훈제/로스트
865,B090401,튀김,일반튀김
866,B090402,튀김,치킨
867,B090501,밥류,도시락
868,B090502,밥류,김밥
869,B090503,밥류,초밥
870,B090601,구이찜조리,족발
871,B090602,구이찜조리,순대
872,B090603,구이찜조리,꼬치
873,B090604,구이찜조리,구이
874,B090701,반찬류,포장반찬
875,B090702,반찬류,김치
876,B090703,반찬류,젓갈
877,B090704,반찬류,반찬
878,B090801,대용식,선식
879,B090802,대용식,떡
880,B090901,이벤트조리,지역특산물
881,B090902,이벤트조리,떡/강정
882,B090903,이벤트조리,먹거리
883,B091001,간식조리,전통간식
884,B091002,간식조리,월드간식
885,B091101,간편조리,한식
886,B091102,간편조리,아시안
887,B091103,간편조리,음료
888,B091104,간편조리,양식
889,B091201,튀김조리,후라이드
890,B091202,튀김조리,즉석어묵
891,B091203,튀김조리,치킨
892,B091301,피자,피자
893,B091302,피자,베이크
894,B100101,냉장음료,과일음료
895,B100102,냉장음료,과채음료
896,B100103,냉장음료,냉장차음료
897,B100104,냉장음료,냉장커피음료
898,B100105,냉장음료,수입냉장음료
899,B100106,냉장음료,냉장음료
900,B100201,데일리처분,데일리처분
901,B100301,흰우유,기능성우유
902,B100302,흰우유,친환경우유
903,B100303,흰우유,어린이우유
904,B100304,흰우유,멸균흰우유
905,B100305,흰우유,일반흰우유
906,B100306,흰우유,기능성시유
907,B100307,흰우유,테트라시유
908,B100401,가공우유,과일맛우유
909,B100402,가공우유,커피/초코우유
910,B100403,가공우유,견과우유/냉장두유
911,B100404,가공우유,멸균가공우유
912,B100405,가공우유,일반가공유
913,B100406,가공우유,펫가공유
914,B100407,가공우유,테트라가공유
915,B100501,요구르트,마시는요구르트
916,B100502,요구르트,어린이/액상요구르트
917,B100503,요구르트,드링크요구르트
918,B100504,요구르트,떠먹는요구르트
919,B100601,유제품,치즈
920,B100602,유제품,버터/마가린
921,B100603,유제품,디저트
922,B100604,유제품,크림/연유
923,B100701,브랜드빵,일반빵류
924,B100702,브랜드빵,케익
925,B100703,브랜드빵,식빵류
926,B100704,브랜드빵,찐빵류
927,B100705,브랜드빵,패스트리
928,B100801,치즈,간식용치즈
929,B100802,치즈,슬라이스치즈
930,B100803,치즈,요리용치즈
931,B100901,디저트,냉장케익
932,B100902,디저트,젤리
933,B100903,디저트,푸딩
934,B101001,유가공,버터/마가린
935,B101002,유가공,크림연유
936,B110101,조미료,자연조미료
937,B110102,조미료,가공조미료
938,B110103,조미료,식초
939,B110104,조미료,소금
940,B110105,조미료,향신료
941,B110106,조미료,설탕
942,B110107,조미료,액젓
943,B110108,조미료,천연조미료
944,B110201,소스류,케찹
945,B110202,소스류,마요네즈
946,B110203,소스류,소스
947,B110204,소스류,음용식초
948,B110205,소스류,물엿/올리고당
949,B110206,소스류,드레싱
950,B110301,장류,간장
951,B110302,장류,고추장
952,B110303,장류,된장
953,B110304,장류,쌈장
954,B110305,장류,춘장
955,B110401,식용유지,식용유
956,B110402,식용유지,참기름
957,B110403,식용유지,기타고급유
958,B110404,식용유지,올리브유
959,B110405,식용유지,일반유
960,B110406,식용유지,카놀라유
961,B110407,식용유지,포도씨유
962,B110408,식용유지,마가린
963,B110501,조미선물세트,조미혼합세트
964,B110502,조미선물세트,식용유세트
965,B110503,조미선물세트,참기름세트
966,B110504,조미선물세트,장류세트
967,B110505,조미선물세트,식용유지세트
968,B110506,조미선물세트,기타세트
969,B110601,가루,곡물가루
970,B110602,가루,농산가루
971,B110603,가루,가공선식
972,B110605,가루,홈메이드믹스
973,B110606,가루,제빵재료
974,B110701,식자재,직영식자재
975,B110702,식자재,특정식자재
976,B110801,향신료,자연향신료
977,B110901,액상조미료,액젓
978,B110903,액상조미료,음료식초
979,B111001,복합조미료,가공조미료
980,B111002,복합조미료,자연조미료
981,B111101,소금/설탕류,설탕
982,B111102,소금/설탕류,소금
983,B281003,자동차장식용품,봉제장식품
984,B281004,자동차장식용품,실내수납용품
985,B281101,휴대폰용품,거치대
986,B281102,휴대폰용품,기타케이블
987,B281104,휴대폰용품,충전기
988,B281105,휴대폰용품,핸즈프리용품
989,B281106,휴대폰용품,휴대폰기타용품
990,B281201,장착용품,소형가전
991,B281202,장착용품,온라인장착용품
992,B281203,장착용품,외부액세서리
993,B281204,장착용품,타이어
994,B281205,장착용품,오토바이ACC
995,B281301,오토바이용품,오토바이ACC
996,B290101,스트리트편집샵,이지편집
997,B290102,스트리트편집샵,여성편집
998,B290103,스트리트편집샵,SPICY 편집
999,B290201,행사,여성피혁
1000,B290301,이지캐주얼브랜드,SPA
1001,B290302,이지캐주얼브랜드,유니섹스
1002,B290303,이지캐주얼브랜드,스타일리쉬
1003,B290304,이지캐주얼브랜드,진캐주얼
1004,B290305,이지캐주얼브랜드,이지행사
1005,B290306,이지캐주얼브랜드,이지캐주얼
1006,B290401,여성캐주얼브랜드,영컨셉
1007,B290402,여성캐주얼브랜드,미시
1008,B290403,여성캐주얼브랜드,마담
1009,B290404,여성캐주얼브랜드,여성행사
1010,B290405,여성캐주얼브랜드,여성캐주얼
1011,B300101,비즈니스정장,셔츠
1012,B300102,비즈니스정장,캐릭터정장
1013,B300103,비즈니스정장,포말정장
1014,B300201,시티캐주얼,타운캐주얼
1015,B300202,시티캐주얼,골프캐주얼
1016,B300203,시티캐주얼,시즌행사
1017,B300301,복합샵,SPA
1018,B300401,남성브랜드,비즈니스
1019,B300402,남성브랜드,남성캐주얼
1020,B300501,남성행사,정장행사
1021,B300502,남성행사,캐주얼행사
1022,B300503,남성행사,오렌지팩토리행사
1023,B300504,남성행사,브랜드직매입행사
1024,B300601,남성시즌행사,교복
1025,B310101,유아브랜드,유아브랜드
1026,B310102,유아브랜드,유아온라인
1027,B310103,유아브랜드,유아NB
1028,B310104,유아브랜드,유아내의
1029,B310201,아동복합샵,컨셉편집
1030,B310202,아동복합샵,카테고리킬러
1031,B310301,아동브랜드,토들러
1032,B310302,아동브랜드,키즈
1033,B310303,아동브랜드,주니어
1034,B310304,아동브랜드,아동행사
1035,B310305,아동브랜드,아동토들러
1036,B310306,아동브랜드,아동키즈
1037,B310307,아동브랜드,아동주니어
1038,B310401,아동행사,아동행사
1039,B310501,유아동용품,유아용품
1040,B310502,유아동용품,아동용품
1041,B320101,유아용품,유아용품
1042,B320102,유아용품,수유용품
1043,B320103,유아용품,위생용품
1044,B320104,유아용품,유아완구
1045,B320105,유아용품,발육기
1046,B320106,유아용품,유아잡화
1047,B320107,유아용품,안전용품
1048,B320201,유아토들러,유아토들러내의
1049,B320202,유아토들러,유아토들러상의
1050,B320203,유아토들러,유아토들러상하복
1051,B320204,유아토들러,유아토들러아우터
1052,B320205,유아토들러,유아토들러하의
1053,B320301,주니어스포츠,주니어스포츠상의
1054,B320302,주니어스포츠,주니어스포츠상하복
1055,B320303,주니어스포츠,주니어스포츠아우터
1056,B320304,주니어스포츠,주니어스포츠하의
1057,B320401,주니어웨어,주니어상의
1058,B320402,주니어웨어,주니어상하복
1059,B320403,주니어웨어,주니어아우터
1060,B320404,주니어웨어,주니어하의
1061,B320501,유아동PB,유아PB
1062,B320502,유아동PB,토들러PB
1063,B320503,유아동PB,아동PB
1064,B320601,유아동NPB,유아NPB
1065,B320602,유아동NPB,토들러NPB
1066,B320603,유아동NPB,아동NPB
1067,B320701,유아동특정,유아특정
1068,B330101,성인내의,남성내의
1069,B330102,성인내의,여성내의
1070,B330103,성인내의,내의기획
1071,B330104,성인내의,온라인 성인내의
1072,B330201,란제리,팬티
1073,B330202,란제리,브라
1074,B330203,란제리,기능성란제리
1075,B330204,란제리,란쥬
1076,B330205,란제리,쥬니어란제리
1077,B330206,란제리,심리스란제리
1078,B330207,란제리,란제리 기획
1079,B330301,양말,신사양말
1080,B330302,양말,숙녀양말
1081,B330303,양말,아동양말
1082,B330304,양말,주니어양말
1083,B330305,양말,양말행사
1084,B330306,양말,양말선물세트
1085,B330307,양말,온라인 양말
1086,B330401,홈웨어,남성홈웨어
1087,B330402,홈웨어,여성홈웨어
1088,B330403,홈웨어,홈웨어 기획
1089,B330404,홈웨어,아동홈웨어
1090,B330405,홈웨어,여성잠옷
1091,B330501,스타킹,스타킹기획
1092,B330502,스타킹,일반스타킹
1093,B330503,스타킹,타이즈
1094,B330504,스타킹,삭스
1095,B330505,스타킹,덧신
1096,B330601,란제리브랜드,내의
1097,B330602,란제리브랜드,란제리
1098,B330603,란제리브랜드,홈웨어
1099,B330604,란제리브랜드,양말
1100,B330605,란제리브랜드,SHOP 기획
1101,B330701,아동내의,아동내의 기획
1102,B330702,아동내의,주니어내의 기획
1103,B330703,아동내의,남아내의
1104,B330704,아동내의,여아내의
1105,B330705,아동내의,남주니어내의
1106,B330706,아동내의,여주니어내의
1107,B330801,언더웨어행사,내의기타행사
1108,B330802,언더웨어행사,란제리행사
1109,B330803,언더웨어행사,홈웨어행사
1110,B340102,국내화장품,여성화장수
1111,B340103,국내화장품,기능성화장품
1112,B340104,국내화장품,크린싱/맛사지
1113,B340105,국내화장품,색조화장품
1114,B340107,국내화장품,온라인 화장품
1115,B340201,미용잡화,미용소품
1116,B111103,소금/설탕류,액상과당
1117,B111201,수입조미,수입소스
1118,B111202,수입조미,수입유지
1119,B111203,수입조미,수입장류
1120,B111204,수입조미,수입조미료
1121,B120101,간편조리식품,즉석반찬
1122,B120102,간편조리식품,분말조리식품
1123,B120103,간편조리식품,즉석밥/죽
1124,B120201,라면,봉지면
1125,B120202,라면,용기면
1126,B120301,면류,국수
1127,B120302,면류,당면
1128,B120303,면류,건냉면
1129,B120304,면류,생면
1130,B120305,면류,파스타류
1131,B120401,분유,유아푸드
1132,B120402,분유,분유
1133,B120403,분유,이유식
1134,B120501,잼,일반잼
1135,B120502,잼,과일잼
1136,B120503,잼,스프레드
1137,B120504,잼,프리미엄잼
1138,B120601,통조림,농산물통조림
1139,B120602,통조림,수산통조림
1140,B120603,통조림,축산물통조림
1141,B120604,통조림,과일통조림
1142,B120605,통조림,참치통조림
1143,B120606,통조림,채소통조림
1144,B120607,통조림,온라인 통조림
1145,B120701,인스턴트선물세트,통조림선물세트
1146,B120702,인스턴트선물세트,혼합선물세트
1147,B120801,이유식/유아간식,이유식
1148,B120802,이유식/유아간식,유아과자
1149,B120803,이유식/유아간식,유아기타간식
1150,B120804,이유식/유아간식,유아음료
1151,B120901,두유,성인두유
1152,B120902,두유,유아두유
1153,B130101,커피,커피크림
1154,B130102,커피,인스턴트커피
1155,B130103,커피,원두커피
1156,B130104,커피,커피선물세트
1157,B130201,차,코코아
1158,B130202,차,녹차
1159,B130203,차,액상차
1160,B130204,차,티백차
1161,B130205,차,식수용차
1162,B130206,차,T-SHOP
1163,B130207,차,침출차
1164,B130208,차,분말차
1165,B130209,차,아이스티
1166,B130210,차,건강미용차
1167,B130211,차,차 선물세트
1168,B130301,건강식품,건강식품
1169,B130302,건강식품,꿀
1170,B130303,건강식품,홍삼
1171,B130304,건강식품,비타민
1172,B130305,건강식품,꿀 선물세트
1173,B130306,건강식품,건강선물세트
1174,B130401,담배,국산담배
1175,B130402,담배,수입담배
1176,B130501,인스턴트커피,믹스커피
1177,B130502,인스턴트커피,아이스커피
1178,B130503,인스턴트커피,용기리필커피
1179,B130601,원두커피,분쇄원두커피
1180,B130602,원두커피,스틱원두커피
1181,B130603,원두커피,캡슐원두커피
1182,B130604,원두커피,티백/드립 커피
1183,B130605,원두커피,홀빈원두커피
1184,B130701,커피선물세트,커피선물세트
1185,B130801,시즌차,분말차
1186,B130802,시즌차,아이스티
1187,B130803,시즌차,액상차
1188,B130804,시즌차,코코아
1189,B130901,차선물세트,차선물세트
1190,B131001,꿀,국산꿀
1191,B131002,꿀,수입꿀
1192,B140101,스낵,감자스낵
1193,B140102,스낵,콘스낵
1194,B140103,스낵,일반스낵
1195,B140104,스낵,쌀스낵
1196,B140105,스낵,기타스낵
1197,B140106,스낵,온라인 스낵
1198,B140201,비스켓,쿠키
1199,B140202,비스켓,크래커
1200,B140203,비스켓,샌드
1201,B140204,비스켓,웨하스
1202,B140205,비스켓,화과자
1203,B140206,비스켓,스틱과자
1204,B140207,비스켓,온라인 비스켓
1205,B140301,파이,파이
1206,B140302,파이,케이크
1207,B140303,파이,온라인 파이
1208,B140401,시리얼,패밀리용시리얼
1209,B140402,시리얼,어린이용시리얼
1210,B140403,시리얼,성인용시리얼
1211,B140404,시리얼,온라인 시리얼
1212,B140501,캔디,젤리
1213,B140502,캔디,하드캔디
1214,B140503,캔디,소프트캔디
1215,B140504,캔디,토이캔디
1216,B140505,캔디,워터젤리
1217,B140506,캔디,팥빙수재료
1218,B140507,캔디,온라인 캔디
1219,B140601,초콜릿,국산초콜릿
1220,B140602,초콜릿,초콜릿바
1221,B140603,초콜릿,판초콜릿
1222,B140604,초콜릿,쉘초콜릿
1223,B140605,초콜릿,바초콜릿
1224,B140606,초콜릿,코팅초콜릿
1225,B140607,초콜릿,가공초콜릿
1226,B140608,초콜릿,온라인 초콜릿
1227,B140701,껌,일반껌
1228,B140702,껌,기호껌
1229,B140703,껌,기능성껌
1230,B140704,껌,풍선껌
1231,B140801,안주,농산안주
1232,B140802,안주,스넥안주
1233,B140803,안주,기타안주
1234,B140901,한과,기호한과
1235,B141101,프리미엄과자,유기농과자
1236,B141102,프리미엄과자,프리미엄비스켓
1237,B141103,프리미엄과자,프리미엄스낵
1238,B141104,프리미엄과자,프리미엄초콜릿
1239,B141105,프리미엄과자,프리미엄캔디
1240,B141106,프리미엄과자,프리미엄파이
1241,B141202,간식용과자,기타 간식용과자
1242,B141203,간식용과자,맛밤류
1243,B141301,수입과자,수입껌
1244,B141302,수입과자,수입비스켓
1245,B141303,수입과자,수입스낵
1246,B141304,수입과자,수입초콜릿
1247,B141305,수입과자,수입캔디
1248,B141307,수입과자,온라인수입과자
1249,B141401,종합과자,과자선물세트
1250,B141402,종합과자,캐릭터과자
1251,B141501,전통과자,옛날과자
1252,B141502,전통과자,온라인전통과자
1253,B141504,전통과자,팥빙수재료
1254,B141505,전통과자,한과
1255,B141506,전통과자,화과자
1256,B150101,생수,생수
1257,B150102,생수,국내생수
1258,B150103,생수,수입생수
1259,B150104,생수,탄산수
1260,B150201,과채음료,채소음료
1261,B150202,과채음료,과일음료
1262,B150203,과채음료,과채혼합음료
1263,B150204,과채음료,어린이음료
1264,B150205,과채음료,유기농음료
1265,B150206,과채음료,온라인과채음료
1266,B150207,과채음료,과일/야채음료
1267,B150208,과채음료,선물세트 과즙음료
1268,B150301,두유,두유
1269,B150302,두유,영유아두유
1270,B150401,탄산음료,사이다
1271,B150402,탄산음료,콜라
1272,B150403,탄산음료,온라인 탄산음료
1273,B150404,탄산음료,혼합탄산
1274,B150501,이온음료,이온음료
1275,B150601,커피차음료,커피음료
1276,B150602,커피차음료,차음료
1277,B150603,커피차음료,온라인커피차음료
1278,B150604,커피차음료,혼합음료
1279,B150605,커피차음료,차혼합음료
1280,B150701,기능성음료,의약외품음료
1281,B150702,기능성음료,기능성건강음료
1282,B150703,기능성음료,비타민음료
1283,B150704,기능성음료,에너지음료
1284,B150705,기능성음료,비타/에너지음료
1285,B150706,기능성음료,기능성음료
1286,B150707,기능성음료,기능성음료선물세트
1287,B150801,수입음료,수입과채혼합음료
1288,B150802,수입음료,수입탄산/이온음료
1289,B150803,수입음료,수입커피/수입혼합차음료
1290,B160101,소주,병소주
1291,B160102,소주,페트소주
1292,B160201,맥주,국산맥주
1293,B160202,맥주,수입맥주
1294,B160203,맥주,무알콜맥주
1295,B160301,와인,레드와인
1296,B160302,와인,화이트와인
1297,B160303,와인,와인선물세트
1298,B160401,전통주,민속주
1299,B160402,전통주,막걸리
1300,B160403,전통주,과실주
1301,B160404,전통주,전통주선물세트
1302,B160501,양주,동양전통주
1303,B160502,양주,위스키
1304,B160503,양주,일본술
1305,B160504,양주,브랜디
1306,B160505,양주,리큐르
1307,B160506,양주,중국술
1308,B160507,양주,양주선물세트
1309,B170101,세탁세제,분말세제
1310,B170102,세탁세제,세탁비누
1311,B170103,세탁세제,액체세제
1312,B170104,세탁세제,세탁보조제
1313,B170105,세탁세제,섬유유연제
1314,B170106,세탁세제,표백제
1315,B170107,세탁세제,온라인 세탁세제
1316,B170201,주거세제,방향탈취제
1317,B170202,주거세제,살충제
1318,B170203,주거세제,주거청소세제
1319,B170204,주거세제,락스
1320,B170205,주거세제,제습제
1321,B170301,주방세제,식기세제
1322,B170302,주방세제,천연세정제
1323,B170303,주방세제,온라인 주장세제
1324,B170401,섬유유연제,일반섬유유연제
1325,B170402,섬유유연제,고농축섬유유연제
1326,B170403,섬유유연제,온라인섬유유연제
1327,B170501,표백제,일반표백제
1328,B170502,표백제,고농축표백제
1329,B170601,살충제,파리모기살충제
1330,B170602,살충제,바퀴개미살충제
1331,B170603,살충제,방충제
1332,B170701,탈취제,탈취제
1333,B170801,제습제,제습제
1334,B180101,기저귀,아기기저귀
1335,B180201,화장지,롤티슈
1336,B180202,화장지,미용티슈
1337,B180203,화장지,키친타올
1338,B180204,화장지,물티슈
1339,B180205,화장지,가정용화장지
1340,B180206,화장지,업소용화장지
1341,B180207,화장지,온라인 화장지
1342,B180301,생리대,생리대
1343,B180302,생리대,삽입형생리대
1344,B180303,생리대,팬티라이너
1345,B180401,유아세제,젖병세정제
1346,B180402,유아세제,유아세탁세제
1347,B180403,유아세제,온라인 유아세제
1348,B180501,유아위생용품,유아기저귀
1349,B180503,유아위생용품,유아세제
1350,B180504,유아위생용품,수유용품
1351,B180505,유아위생용품,온라인수유용품
1352,B180506,유아위생용품,유아용품
1353,B180601,시니어위생용품,시니어용품
1354,B180602,시니어위생용품,환자용위생용품
1355,B180603,시니어위생용품,요실금용위생용품
1356,B180701,여성위생용품,부직포생리대
1357,B180702,여성위생용품,매쉬형생리대
1358,B180703,여성위생용품,순면생리대
1359,B180704,여성위생용품,오버나이트
1360,B180705,여성위생용품,일반생리대
1361,B180706,여성위생용품,탐폰형생리대
1362,B180707,여성위생용품,팬티라이너
1363,B180708,여성위생용품,온라인여성위생용품
1364,B180801,키친타올,키친타올
1365,B180802,키친타올,냅킨
1366,B180901,물티슈,유아물티슈
1367,B180902,물티슈,일반물티슈
1368,B180903,물티슈,기능성물티슈
1369,B180904,물티슈,온라인물티슈
1370,B181001,미용티슈,미용티슈
1371,B181002,미용티슈,여행용미용티슈
1372,B190101,구강용품,치약
1373,B190102,구강용품,칫솔
1374,B190103,구강용품,구강청결제
1375,B190104,구강용품,전동칫솔
1376,B190106,구강용품,여행용품
1377,B190107,구강용품,온라인 구강용품
1378,B190201,헤어스타일링,염색약
1379,B190202,헤어스타일링,샴푸
1380,B190203,헤어스타일링,모발영양케어
1381,B190204,헤어스타일링,린스
1382,B190205,헤어스타일링,헤어스타일링
1383,B190206,헤어스타일링,새치용염색약
1384,B190207,헤어스타일링,칼라용염색약
1385,B190208,헤어스타일링,온라인헤어스타일링
1386,B190209,헤어스타일링,온라인 헤어용품
1387,B190301,면도용품,면도기
1388,B190302,면도용품,면도보조용품
1389,B190303,면도용품,면도날
1390,B190401,바디용품,미용비누
1391,B190402,바디용품,바디클린져
1392,B190403,바디용품,훼이셜클린져
1393,B190501,스킨케어,바디스킨케어
1394,B190502,스킨케어,유아스킨케어
1395,B190503,스킨케어,훼이셜스킨케어
1396,B190504,스킨케어,온라인 스킨케어
1397,B190601,개인위생용품,의약외품
1398,B190602,개인위생용품,건강용품
1399,B190701,H&B선물세트,바디용품선물세트
1400,B190702,H&B선물세트,브랜드세트
1401,B190703,H&B선물세트,종합세트
1402,B190704,H&B선물세트,온라인H&B선물세트
1403,B190801,일반헤어케어,일반기획
1404,B190802,일반헤어케어,일반샴푸단품
1405,B190804,일반헤어케어,온라인일반헤어케어
1406,B190901,기능헤어케어,프리미엄샴푸
1407,B190902,기능헤어케어,모발영양케어
1408,B190903,기능헤어케어,온라인기능헤어케어
1409,B190904,기능헤어케어,모근/한방샴푸
1410,B190906,기능헤어케어,내추럴샴푸
1411,B200101,그릇/수저,그릇
1412,B200102,그릇/수저,수저
1413,B200103,그릇/수저,컵
1414,B200104,그릇/수저,기호품
1415,B200201,음식조리,조리용기
1416,B200202,음식조리,조리기구
1417,B200203,음식조리,온라인 음식조리
1418,B200301,음식저장/보관,저장용기
1419,B200302,음식저장/보관,랩/호일
1420,B200303,음식저장/보관,물병
1421,B200304,음식저장/보관,밀폐용기
1422,B200305,음식저장/보관,저장병
1423,B200401,주방정리,주방정리용품
1424,B200402,주방정리,설거지용품
1425,B200501,야외용품,도시락/찬합
1426,B200502,야외용품,일회용품
1427,B200503,야외용품,나들이용품
1428,B200601,주방시즌/균일가,주방시즌용품
1429,B200602,주방시즌/균일가,주방균일가
1430,B200701,야외/시즌용품,겨울시즌용품
1431,B200703,야외/시즌용품,일회용품
1432,B200704,야외/시즌용품,여름시즌용품
1433,B200705,야외/시즌용품,온라인야외/시즌용품
1434,B200801,균일가,다이소
1435,B200802,균일가,온라인균일가
1436,B210101,청소용품,휴지통
1437,B210102,청소용품,빗자루/쓰레받이
1438,B210103,청소용품,밀대/걸레
1439,B210104,청소용품,청소용솔
1440,B210105,청소용품,청소보조용품
1441,B210106,청소용품,구두용품
1442,B210107,청소용품,종량제봉투
1443,B210201,세탁용품,세탁건조용품
1444,B210202,세탁용품,다림용품
1445,B210203,세탁용품,세탁보조용품
1446,B210204,세탁용품,다리미판
1447,B210205,세탁용품,분무기
1448,B210206,세탁용품,세탁건조대
1449,B210207,세탁용품,옷걸이
1450,B210301,수납용품,의류수납용품
1451,B210302,수납용품,다용도수납함
1452,B210303,수납용품,리빙박스
1453,B210304,수납용품,바스켓
1454,B210305,수납용품,서랍장
1455,B210306,수납용품,수납소품
1456,B210307,수납용품,신발수납용품
1457,B210308,수납용품,종이/패브릭수납함
1458,B210309,수납용품,카트/장바구니
1459,B210310,수납용품,쇼핑용품
1460,B210401,욕실용품,타월
1461,B210402,욕실용품,매트
1462,B210403,욕실용품,욕실소품
1463,B210404,욕실용품,수도용품
1464,B210405,욕실용품,거실화
1465,B210406,욕실용품,발판
1466,B210407,욕실용품,욕실 수납용품
1467,B210408,욕실용품,변기커버
1468,B210409,욕실용품,욕실화
1469,B210501,휴지통,휴지통
1470,B210601,밀대/걸레,걸레/청소포
1471,B210602,밀대/걸레,밀대청소기
1472,B210603,밀대/걸레,빗자루/쓰레받이
1473,B210701,청소편의도구,무세제크리너
1474,B210702,청소편의도구,청소용솔
1475,B210703,청소편의도구,청소편의용품
1476,B210704,청소편의도구,테이프크리너
1477,B210801,종량제봉투,음식물봉투
1478,B210802,종량제봉투,재사용봉투
1479,B210803,종량제봉투,종량제봉투
1480,B220101,소가구,선반
1481,B220102,소가구,기타소가구
1482,B220103,소가구,행거
1483,B220104,소가구,DIY소가구
1484,B220105,소가구,서랍장
1485,B220106,소가구,수납소품
1486,B220107,소가구,키즈가구
1487,B220108,소가구,수납함
1488,B220201,장식용품,벽지
1489,B220202,장식용품,데코시트
1490,B220203,장식용품,액자
1491,B220204,장식용품,시계
1492,B220205,장식용품,거울
1493,B220206,장식용품,장식소품
1494,B220301,의자/상,테이블
1495,B220302,의자/상,의자
1496,B220303,의자/상,제기
1497,B220401,조명/전구,조명
1498,B220402,조명/전구,전구
1499,B220501,보수용품,가정보수용품
1500,B220502,보수용품,전기보수용품
1501,B220503,보수용품,공구
1502,B220601,건전지,건전지
1503,B220701,가구/인테리어샵,종합가구
1504,B220702,가구/인테리어샵,인테리어샵
1505,B220801,테이블,다이닝테이블
1506,B220802,테이블,책상
1507,B220901,의자,간이의자
1508,B220902,의자,좌식의자
1509,B220903,의자,책상의자
1510,B221001,상,교자상
1511,B221002,상,다용도상
1512,B221101,제기용품,병풍
1513,B221102,제기용품,제기세트
1514,B221103,제기용품,제기소품
1515,B221202,아웃도어퍼니처,야외용테이블
1516,B221203,아웃도어퍼니처,야외용품
1517,B221301,벽지류,벽지
1518,B221302,벽지류,시트지
1519,B221401,가구,시공가구
1520,B221402,가구,인테리어샵
1521,B221403,가구,일반가구
1522,B230101,성인침구류,침구세트
1523,B230102,성인침구류,이불
1524,B230103,성인침구류,매트류
1525,B230104,성인침구류,균일가침구류
1526,B230105,성인침구류,베개류
1527,B230106,성인침구류,솜류
1528,B230201,수예소품,기능성충전재
1529,B230202,수예소품,소품베개
1530,B230203,수예소품,솜
1531,B230204,수예소품,수납수예
1532,B230205,수예소품,수예커버
1533,B230206,수예소품,앞치마/장갑
1534,B230207,수예소품,우모충전재
1535,B230208,수예소품,쿠션
1536,B230209,수예소품,방석
1537,B230210,수예소품,덮개류
1538,B230211,수예소품,균일가 소품
1539,B230212,수예소품,온라인 수예소품
1540,B230301,커튼류,커튼소품
1541,B230302,커튼류,커튼
1542,B230303,커튼류,로만쉐이드
1543,B230304,커튼류,롤스크린
1544,B230305,커튼류,커튼봉
1545,B230306,커튼류,커튼악세사리
1546,B230307,커튼류,균일가커튼
1547,B230401,수예시즌,담요
